what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919617550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919619871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919619885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919622423
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421919622440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919629077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919633626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919641401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919643772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919643781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919646289
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421919646303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919651048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919669897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919674016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919676395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919676404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919677892
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421919677899
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421919680751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919692163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919697762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1421919703854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421919706673
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421919707059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919709461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919714674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919714683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919717142
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421919717156
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421919722418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1421919727848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421919729574
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421919731386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919734057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919736869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919736879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919739273
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421919739279
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421919742666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421919745771
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421919746455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919753455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919758824
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421919759107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919759129
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421919761762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919763226
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421919763233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919778730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919790052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919793197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919794322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919794714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919816281
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421919820212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919821475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919822806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919824171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919826017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919827358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919855719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1421919858816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919880842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919881604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919933882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919937689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421919943463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920080420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920081272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920082016
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920122170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920125134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920127744
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421920128049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920128085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920130347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920132735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920134342
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920167980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920185184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920203492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920225590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920240129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920243976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920248259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920251193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920319654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920321857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920322553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1421920324788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920330787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920350330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1421920354619
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1421920377596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920398393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920444179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421920496117
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920499267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920502325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920507169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920507186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920510195
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421920510202
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920513163
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920516978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920519034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920523547
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421920523848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920523871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920525768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920529080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920531160
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920539290
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920547084
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920550026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421920550224
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920550846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920553389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920557664
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421920557980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920558281
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421920561019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920562024
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1421920562034
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421920566584
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920589176
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920636128
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920636785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421920637395
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920638165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920640688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920644296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920644304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920647072
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421920647077
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920648623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421920656596
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920657651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920660156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920664345
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421920664690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920665288
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421920667920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920668908
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1421920668917
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421920673470
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920675968
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920680561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920681730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920690900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920692108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920703235
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421920705759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920711366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920712307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920714993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920840486
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920857952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920865926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920866940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920867106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920867269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920867431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920867606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421920867904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421920902116
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920908776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920911026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920914855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920914865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920918325
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421920918337
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920930547
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920931897
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421920933252
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421920935781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920938020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920942250
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1421920942540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920942560
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421920945037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920945973
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1421920945983
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421920950510
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1421920976238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421920984640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920994955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920997029
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1421920997143
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421920997247
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1421920997497
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1421920997498
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1421920997498
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1421920998498
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1421920998498
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1421920998498
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1421920998499
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1421920998499
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1421920998499
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1421920998499
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1421920998499
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1421920998499
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1421920998503
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1421920998506
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1421920998506
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1421920998506
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1421920998509
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1421920998509
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1421920998509
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1421920998509
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1421920998512
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1421920998512
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1421920998514
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1421920998519
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1421920998519
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1421920998525
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1421920998525
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1421920998525
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1421920998525
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1421920998525
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1421920998525
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1421920998525
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1421920998525
stopped,bundle,com.altera.sbtgui.flash.plugin,13.13.0.132,"com.altera.sbtgui.flash.plugin",1421920998527
stopped,bundle,com.altera.sbtgui.gprof,13.13.0.132,"com.altera.sbtgui.gprof",1421920998528
stopped,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1421920998528
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1421920998528
stopped,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1421920998529
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1421920998530
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1421920998530
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1421920998530
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1421920998532
stopped,bundle,org.eclipse.rse.importexport,1.2.200.v201105021534,"org.eclipse.rse.importexport",1421920998533
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1421920998535
stopped,bundle,org.eclipse.rse.shells.ui,3.0.301.R33x_v201107181530,"org.eclipse.rse.shells.ui",1421920998536
stopped,bundle,org.eclipse.rse.files.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.files.ui",1421920998538
stopped,bundle,org.eclipse.rse.processes.ui,3.0.300.v201101042155,"org.eclipse.rse.processes.ui",1421920998539
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1421920998540
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1421920998542
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1421920998542
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1421920998542
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1421920998542
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1421920998542
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1421920998544
